index,name,loc,locc,locc,x,y
0,개포1호,서울,강남구,서울 강남구 개포동 1229-18,37.4762624,127.0469149
1,논현1호,서울,강남구,서울 강남구 논현동 184-21,37.5061076,127.0255293
2,대치1호,서울,강남구,서울 강남구 대치4동 913-25,37.5016096,127.0584344
3,대치2호,서울,강남구,서울 강남구 대치동 990번지 삼성상가 113호 1/2,37.4992038,127.0630994
4,삼성1호,서울,강남구,서울 강남구 삼성동 44-18,37.5120431,127.0490227
5,세곡,서울,강남구,서울 강남구 자곡동 611,37.4741298,127.0940866
6,압구정신사,서울,강남구,서울 강남구 신사동 640-5 대성빌딩 1층 1호,37.5275496,127.0362962
7,역삼1호,서울,강남구,서울 강남구 역삼동 837-15,37.4919068,127.0321712
8,일원본동,서울,강남구,서울 강남구 수서동 747 삼성아파트 상가 104호,37.4848962,127.0906776
9,청담역,서울,강남구,서울 강남구 청담동 65 진흥아파트상가,37.5201252,127.0514064
10,강일,서울,강동구,서울 강동구 강일동 679-3 리슈빌오피스텔,37.5643885,127.1736826
11,고덕1호,서울,강동구,서울 강동구 고덕동 650-1,37.5598079,127.1516581
12,길1호,서울,강동구,서울 강동구 길동 347-31,37.5411123,127.1425668
13,둔촌1호,서울,강동구,서울 강동구 둔촌동 454-5,37.531208,127.1420087
14,명일1호,서울,강동구,서울 강동구 명일동 328-2,37.5496699,127.1469283
15,성내,서울,강동구,서울 강동구 성내2동 509-7 1층,37.531352,127.1279591
16,암사1호,서울,강동구,서울 강동구 천호동 287-22,37.5478528,127.1275048
17,암사2호,서울,강동구,서울 강동구 암사동 446-18,37.5549876,127.13474
18,천호1호,서울,강동구,서울 강동구 천호동 550번지,37.5403683,127.1287952
19,덕성여대,서울,강북구,서울 강북구 우이동 72-148,37.6498226,127.0133013
20,미아1호,서울,강북구,서울 강북구 미아5동 1264-233,37.615278,127.0223673
21,미아역,서울,강북구,서울 강북구 미아동 131-8,37.6215401,127.0283984
22,수유1호,서울,강북구,서울 강북구 수유동 385-2,37.6409986,127.0173981
23,수유역점,서울,강북구,서울 강북구 번동 461-127,37.6388945,127.0287879
24,가양,서울,강서구,서울 강서구 등촌동 75-1,37.5612529,126.853997
25,강서구청,서울,강서구,서울 강서구 화곡6동 987-7,37.5503387,126.848044
26,까치산역,서울,강서구,서울 강서구 화곡동 343-62 라인씨티 1층,37.5307753,126.8467758
27,등촌,서울,강서구,서울 강서구 등촌동 649-14,37.5522111,126.863306
29,발산역,서울,강서구,서울 강서구 내발산동 655-6번지 1층 13호,37.5565044,126.8372612
30,방화2호,서울,강서구,서울 강서구 방화2동 580-27,37.5705629,126.8123262
31,염창,서울,강서구,서울 강서구 염창동 250-16,37.5503162,126.8734651
32,화곡2호,서울,강서구,서울 강서구 화곡동 400-45,37.5382621,126.8409616
33,봉천2호,서울,관악구,서울 관악구 봉천동 1674-20,37.4792834,126.9587073
34,봉천3호,서울,관악구,서울 관악구 봉천동 1632-9,37.4759504,126.9640861
35,봉천4호,서울,관악구,서울 관악구 봉천동 931-12,37.483279,126.941222
36,봉천5호,서울,관악구,서울 관악구 봉천3동 7-291,37.4885019,126.95827
37,신림1호,서울,관악구,서울 관악구 신림4동 504-22,37.4848626,126.9164235
38,신림2호,서울,관악구,서울 관악구 신림동 762-7,37.4772108,126.9125848
39,신림3호,서울,관악구,서울 관악구 신림9동 246-49,37.4686061,126.9378208
40,건대,서울,광진구,서울 광진구 화양동 9-18,37.5417016,127.0694024
41,구의1호,서울,광진구,서울 광진구 구의3동 659번지 세림리오빌 비1-4호,37.5393041,127.0919908
42,구의2호,서울,광진구,서울 광진구 구의동 229-43,37.5445952,127.0900156
43,자양1호,서울,광진구,서울 광진구 자양3동 584-28,37.5310473,127.0748036
44,자양2호,서울,광진구,서울 광진구 자양동 624-42,37.5346533,127.0820463
45,중곡1호,서울,광진구,서울 광진구 중곡동 41-37,37.5610981,127.0819283
46,중곡2호,서울,광진구,서울 광진구 중곡동 109-28,37.5550322,127.0928754
47,개봉1호,서울,구로구,서울 구로구 개봉동 403-159,37.4884226,126.8564726
48,고척1호,서울,구로구,서울 구로구 개봉1동 126-4,37.502431,126.8483701
49,구로2호,서울,구로구,서울 구로구 구로동 74-30,37.4961624,126.8930475
50,구로디지털,서울,구로구,서울 구로구 구로동 826-1,37.4825801,126.8980096
51,동양미래대학,서울,구로구,서울 구로구 고척동 343,37.5029452,126.8631472
52,신도림1호,서울,구로구,서울 구로구 신도림동 410-1 신도림6차대림@상가 902동111호,37.5055443,126.8829897
53,오류1호,서울,구로구,서울 구로구 오류1동 10-3,37.4954959,126.8420974
54,천왕역,서울,구로구,서울 구로구 오류동 203-1 1층,37.4894905,126.8375972
55,가산디지털,서울,금천구,서울 금천구 가산동 371-6 가산비지니스센터 2층,37.4801829,126.8810603
56,독산1호,서울,금천구,"서울 금천구 독산동 888-20 102호,103호",37.476491,126.9045303
57,시흥1호,서울,금천구,서울 금천구 시흥2동 264-17,37.4502029,126.9134715
58,시흥2호,서울,금천구,서울 금천구 시흥1동 905-5,37.450049,126.9038518
59,공릉1호,서울,노원구,서울 노원구 공릉동 338-6,37.6229699,127.0791627
60,공릉2호,서울,노원구,서울 노원구 공릉동 461-1,37.6302346,127.0757648
61,상계4단지,서울,노원구,서울 노원구 상계7동 749-5 상계주공@4단지상가101호,37.6500655,127.0622173
62,상계보람,서울,노원구,서울 노원구 상계5동 456-130,37.6650893,127.066493
63,석계역,서울,노원구,서울 노원구 월계1동 73-13,37.6175368,127.0638691
64,수락산역,서울,노원구,서울 노원구 상계동 1118,37.6759882,127.0550022
65,중계1호,서울,노원구,서울 노원구 중계1동 360-9,37.6495889,127.076394
66,중계2호,서울,노원구,서울 노원구 중계동 137-39 정진빌라 1층,37.6620335,127.0754949
67,중계역,서울,노원구,서울 노원구 중계2동 503,37.6420263,127.0641084
68,하계1호,서울,노원구,서울 노원구 하계1동 251 청구상가 201동 101호,37.6393888,127.0715553
69,도봉동,서울,도봉구,서울 도봉구 도봉2동 623-163,37.6717087,127.046317
70,쌍문1호,서울,도봉구,서울 도봉구 방학1동 263-75,37.6612609,127.0350681
71,쌍문역,서울,도봉구,서울 도봉구 쌍문3동 88-127,37.6507157,127.0356181
72,창3동,서울,도봉구,서울 도봉구 창동 568-2,37.6407443,127.0403907
73,창동,서울,도봉구,서울 도봉구 창5동 296-37,37.6542013,127.041089
74,답십리1호,서울,동대문구,서울 동대문구 답십리동 257-3,37.5708011,127.0570042
75,서울시립대,서울,동대문구,서울 동대문구 전농1동 141-141,37.5812362,127.0549801
76,신이문,서울,동대문구,서울 동대문구 이문3동 237-114,37.6031485,127.0654775
77,안암,서울,동대문구,서울 동대문구 제기동 142-8,37.5861115,127.0328064
78,장안1호,서울,동대문구,서울 동대문구 전농3동 1-171,37.5812916,127.068156
79,장안2호,서울,동대문구,서울 동대문구 장안동 338-6 1층,37.569583,127.0731411
80,청량리역,서울,동대문구,서울 동대문구 청량리동 50-3,37.5837416,127.0494006
81,대방1호,서울,동작구,서울 동작구 대방동 20-25 한스빌 105호,37.5102667,126.9318643
82,사당1호,서울,동작구,서울 동작구 사당3동 155-2 1F,37.4841568,126.9774651
83,사당3호,서울,동작구,서울 동작구 사당동 220-119,37.4858378,126.9694405
84,상도터널,서울,동작구,서울 동작구 상도1동 587,37.5049367,126.9513061
85,신대방,서울,동작구,서울 동작구 신대방동 607-28,37.4895263,126.9074041
86,신대방삼거리,서울,동작구,서울 동작구 대방동 407-46,37.4993617,126.9271809
87,흑석1호,서울,동작구,서울 동작구 흑석동 180-6,37.5087007,126.9616744
88,도화,서울,마포구,"서울 마포구 도화동 179-8 1,2층",37.5409923,126.9493015
89,망원2동,서울,마포구,서울 마포구 망원2동 474-15,37.5612072,126.90516
90,상암,서울,마포구,서울 마포구 상암동 34-45,37.5766621,126.8945684
91,성산2동,서울,마포구,서울 마포구 성산동 592,37.5634262,126.9033573
92,신공덕,서울,마포구,서울 마포구 신공덕동 159(신공덕 래미안상가 1동109호),37.5463789,126.9580316
93,신수,서울,마포구,서울 마포구 신수동 451번지 세양청마루아파트 상가 101호,37.5477891,126.9367156
94,아현,서울,마포구,서울 마포구 아현동 774 마포래미안 푸르지오 101동 상가 114호,37.5527457,126.9528638
95,연남,서울,마포구,서울 마포구 연남동 369-20,37.5634083,126.9207441
96,홍대,서울,마포구,서울 마포구 서교동 371-3,37.5535948,126.9201353
97,독립문,서울,서대문구,서울 서대문구 냉천동 228,37.5675696,126.964459
98,명지대,서울,서대문구,서울 서대문구 남가좌동 344-7,37.5780433,126.9219873
